"title","audience_score","genre","studio","runtime","mpaa_rating","rel_year","rel_month","rel_day","critics_rating","critics_score","rt_num_votes","imdb_num_votes","imdb_avg_score","budget","best_dir_win","best_actor_win","director","actor1","actor2","actor3","actor4","actor5"
"Tallulah",69,"Drama","Netflix",111,"NR",2016,7,29,"Certified-Fresh",85,3370,17296,6.7,NA,0,0,"Sian Heder","Ellen Page"," Allison Janney"," Tammy Blanchard"," Evan Jonigkeit"," Felix Solis"
"Life Is Hot in Cracktown",54,"Drama","Other",99,"R",2009,6,26,"Rotten",50,2146,1715,6.1,4e+06,0,0,"Buddy Giovinazzo","Kerry Washington"," Victor Rasuk"," Evan Ross"," Brandon Routh"," Shannyn Sossamon"
"Clerks",89,"Comedy","Miramax Pictures",91,"R",1994,10,19,"Certified-Fresh",89,285419,209206,7.7,27000,0,0,"","Brian O'Halloran"," Jeff Anderson"," Marilyn Ghigliotti"," Lisa Spoonhauer"," Jason Mewes"
"Velvet Buzzsaw",35,"Comedy","Unknown",NA,"R",2019,2,1,"Fresh",62,1746,51660,5.7,NA,0,0,"Dan Gilroy","Jake Gyllenhaal"," John Malkovich"," Billy Magnussen"," Toni Collette"," Natalia Dyer"
"The Gatekeeper",20,"Action & Adventure","Other",108,"R",2001,1,1,"Rotten",52,604,210,5,NA,0,0,"John Carlos Frey","John Carlos Frey"," Michelle Agnew"," Anne Betancourt"," Joel Brooks"," Kai Lennox"
"Captain Ron",52,"Comedy","Buena Vista Pictures",100,"PG-13",1992,9,18,"Rotten",23,47994,20023,5.8,2.4e+07,0,0,"Thom Eberhardt","Kurt Russell"," Martin Short"," Mary Kay Place"," Meadow Sisto"," Benjamin Salisbury"
"Sympathy for Delicious",40,"Comedy","Other",96,"R",2011,4,29,"Rotten",33,1824,1814,5.7,NA,0,0,"Mark Ruffalo","Mark Ruffalo"," Christopher Thornton"," Orlando Bloom"," Juliette Lewis"," Laura Linney"
"The Judge",72,"Comedy","Warner Bros",141,"R",2014,10,10,"Rotten",48,47806,101,6.1,NA,0,0,"David Dobkin","Robert Downey Jr."," Robert Duvall"," Vera Farmiga"," Vincent D'Onofrio"," Billy Bob Thornton"
"Beach Rats",57,"Drama","Other",97,"R",2017,8,25,"Certified-Fresh",86,2567,11833,6.4,NA,0,0,"Eliza Hittman","Harris Dickinson"," Madeline Weinstein"," Kate Hodge"," Erik Potempa",NA
"Jack Goes Boating",48,"Comedy","20th Century Fox",90,"R",2010,9,17,"Fresh",68,4033,7959,6.4,NA,0,1,"Philip Seymour Hoffman","Philip Seymour Hoffman"," Amy Ryan"," John Ortiz"," Daphne Rubin-Vega"," Tom McCarthy"
"Flightplan",48,"Action & Adventure","Touchstone Pictures",98,"PG-13",2005,9,23,"Rotten",37,496890,150163,6.3,5.5e+07,0,1,"Robert Schwentke","Jodie Foster"," Peter Sarsgaard"," Sean Bean"," Kate Beahan"," Michael Irby"
"Due Date",52,"Comedy","Warner Bros",95,"R",2010,11,5,"Rotten",39,125516,318791,6.5,6.5e+07,0,0,"Todd Phillips","Robert Downey Jr."," Zach Galifianakis"," Michelle Monaghan"," Jamie Foxx"," Juliette Lewis"
"The Forsaken",41,"Horror","Other",90,"R",2001,4,27,"Rotten",7,10940,8248,5.3,1.5e+07,0,0,"J.S. Cardone","Kerr Smith"," Brendan Fehr"," Izabella Miko"," Phina Oruche"," Simon Rex"
"Jumanji",62,"Action & Adventure","Sony Pictures",104,"PG",1995,12,15,"Rotten",55,975560,299083,7,6.5e+07,0,0,"Joe Johnston","Robin Williams"," Bonnie Hunt"," Kirsten Dunst"," Bradley Pierce"," Bebe Neuwirth"
"The Prize Winner of Defiance, Ohio",74,"Drama","Other",99,"PG-13",2005,9,30,"Fresh",60,18542,6996,7.3,1.2e+07,0,1,"Jane Anderson","Julianne Moore"," Woody Harrelson"," Laura Dern"," Ellary Porterfield"," Trevor Morgan"
"Good Kill",49,"Mystery & Suspense","IFC Films",102,"R",2015,5,15,"Certified-Fresh",75,8946,22268,6.4,NA,0,0,"Andrew Niccol","Ethan Hawke"," January Jones"," Jake Abel"," Zoë Kravitz"," Bruce Greenwood"
"Barbershop: The Next Cut",66,"Comedy","Warner Bros",112,"PG-13",2016,4,15,"Certified-Fresh",90,19809,14095,5.9,2e+07,0,0,"Malcolm D. Lee","Ice Cube"," Cedric the Entertainer"," Regina Hall"," Sean Patrick Thomas"," Eve"
"Found",48,"Horror","Other",103,"NR",2014,8,15,"Fresh",67,352,3705,5.8,8000,0,0,"Scott Schirmer","David Gavin Brown"," Ethan Philbeck"," Phyllis Munro"," Louie Lawless"," Alex Kogin"
"Benjamin",74,"Art House & International","Other",85,"NR",2020,8,25,"Fresh",89,65,344,3.3,NA,0,0,"Simon Amstell","Colin Morgan"," Anna Chancellor"," Phénix Brossard"," Jack Rowan"," Jessica Raine"
"Living in Oblivion",87,"Comedy","Sony Pictures",91,"R",1995,7,14,"Fresh",88,7880,16075,7.5,5e+05,0,0,"Tom DiCillo","Steve Buscemi"," James Le Gros"," Catherine Keener"," Dermot Mulroney"," Danielle von Zerneck"
"Shadow: Dead Riot",21,"Horror","Other",89,"R",2005,8,19,"Rotten",33,515,925,4,750000,0,0,"Derek Wan","Tony Todd"," Carla Greene"," David Brown"," Tatianna Butler"," Nina Hodoruk"
"Ender's Game",65,"Action & Adventure","Summit Entertainment",114,"PG-13",2013,11,1,"Fresh",62,118530,220351,6.6,1.1e+08,0,0,"Gavin Hood","Harrison Ford"," Asa Butterfield"," Hailee Steinfeld"," Abigail Breslin"," Moises Arias"
"Honeydripper",57,"Drama","Other",123,"PG-13",2007,12,28,"Fresh",69,1792,1889,6.6,5e+06,0,0,"John Sayles","Danny Glover"," Lisa Gay Hamilton"," Yaya DaCosta"," Charles S. Dutton"," Vondie Curtis-Hall"
"A Thin Line Between Love and Hate",77,"Comedy","New Line Home Entertainment",108,"R",1996,4,3,"Rotten",12,14699,4247,5.7,8e+06,0,0,"Martin Lawrence","Martin Lawrence"," Lynn Whitfield"," Regina King"," Bobby Brown"," Della Reese"
"Zero Charisma",55,"Comedy","Other",88,"NR",2013,10,11,"Fresh",76,1109,2504,6.2,NA,0,0,"Katie Graham","Sam Eidson"," Anne Gee Byrd"," Garrett Graham"," Brock England"," Cyndi Williams"
"The Paper",66,"Comedy","Universal Pictures",110,"R",1994,3,18,"Fresh",88,7305,12708,6.7,6e+06,1,0,"Ron Howard","Michael Keaton"," Robert Duvall"," Glenn Close"," Marisa Tomei"," Randy Quaid"
"Dogfight",87,"Drama","Warner Bros",95,"R",1991,9,13,"Fresh",78,7696,8058,7.4,NA,0,0,"Nancy Savoca","River Phoenix"," Lili Taylor"," Richard Panebianco"," Anthony Clark"," Michael Whitfield"
"The Prodigy",36,"Horror","Other",92,"R",2019,2,8,"Rotten",41,887,870,5.5,114000,0,0,"Nicholas McCarthy","Taylor Schilling"," Jackson Robert Scott"," Peter Mooney"," Colm Feore"," Brittany Allen"
"Collateral Beauty",64,"Drama","New Line Cinema",97,"PG-13",2016,12,16,"Rotten",14,22272,88991,6.8,3.6e+07,0,0,"David Frankel","Will Smith"," Helen Mirren"," Edward Norton"," Michael Peña"," Naomie Harris"
"I'm Not Rappaport",60,"Comedy","Universal Pictures",135,"PG-13",1996,12,27,"Rotten",38,1103,1530,6.5,NA,0,0,"Herb Gardner","Walter Matthau"," Ossie Davis"," Amy Irving"," Craig T. Nelson"," Boyd Gaines"
"I Can Only Imagine",91,"Drama","Lionsgate Entertainment",110,"PG",2018,3,16,"Fresh",63,4047,13683,7.3,7e+06,0,0,"Jon Erwin","J. Michael Finley"," Madeline Carroll"," Trace Adkins"," Priscilla C. Shirer"," Dennis Quaid"
"Comet",52,"Comedy","IFC Films",90,"R",2014,12,5,"Rotten",42,3419,17266,6.8,NA,0,0,"Sam Esmail","Emmy Rossum"," Justin Long"," Kayla Servi"," Eric Winter"," Ben R. Scott"
"The Revenant",50,"Action & Adventure","Other",119,"R",2012,8,24,"Rotten",58,2239,10522,6.3,NA,0,0,"D. Kerry Prior","Chris Wylde"," David Anders"," Jace King"," Louise Griffiths",NA
"This Is Not a Film",69,"Art House & International","Other",75,"NR",2012,2,29,"Certified-Fresh",97,9116,288,5.7,NA,0,0,"Jafar Panahi","Jafar Panahi"," Mojtaba Mirtahmasb",NA,NA,NA
"Big Mommas: Like Father, Like Son",58,"Comedy","20th Century Fox",108,"PG-13",2011,2,18,"Rotten",5,132113,25033,4.4,3.2e+07,0,0,"John Whitesell","Martin Lawrence"," Brandon T. Jackson"," Jessica Lucas"," Michelle Ang"," Portia Doubleday"
"Battlefield America",53,"Drama","Other",106,"PG-13",2012,6,1,"Rotten",8,4309,1414,2.7,1.5e+07,0,0,"","Marques Houston"," Mekia Cox"," Lynn Whitfield"," Christopher Michael Jones"," Tracey N. Heggins"
"Screwed",48,"Comedy","Universal Pictures",81,"PG-13",2000,5,12,"Rotten",13,7157,8321,5.8,1e+07,0,0,"Scott Alexander","Norm Macdonald"," Dave Chappelle"," Elaine Stritch"," Danny DeVito"," Daniel Benzali"
"Nightcrawler",85,"Drama","Open Road Films",117,"R",2014,10,31,"Certified-Fresh",95,86158,449212,7.9,8500000,0,0,"Dan Gilroy","Jake Gyllenhaal"," Rene Russo"," Bill Paxton"," Riz Ahmed"," Michael Papajohn"
"Treasure Island",64,"Drama","Other",83,"NR",2000,3,17,"Rotten",31,479,2340,7.1,NA,0,0,"Scott King","Lance Baker"," Nick Offerman"," Jonah Blechman"," Pat Healy"," Suzy Nakamura"
"Evita",68,"Drama","Buena Vista",134,"PG",1996,12,14,"Fresh",63,54438,33567,6.3,5.5e+07,0,0,"Alan Parker","Madonna"," Antonio Banderas"," Jonathan Pryce"," Jimmy Nail"," Victoria Sus"
"Five Feet Apart",79,"Drama","Other",116,"PG-13",2019,3,15,"Rotten",53,824,38320,7.2,7e+06,0,0,"Justin Baldoni","Haley Lu Richardson"," Cole Sprouse"," Moises Arias"," Kimberly Hebert Gregory"," Parminder Nagra"
"The Resurrection of Gavin Stone",83,"Comedy","Other",92,"PG",2017,1,20,"Rotten",50,1876,1714,6.2,2e+06,0,0,"Dallas Jenkins","Brett Dalton (II)"," Anjelah Johnson-Reyes"," Shawn Michaels (V)"," Neil Flynn"," D.B. Sweeney"
"Before and After",35,"Drama","Walt Disney Studios",108,"PG-13",1996,2,23,"Rotten",32,5451,8049,6.1,3.5e+07,0,1,"Barbet Schroeder","Meryl Streep"," Liam Neeson"," Edward Furlong"," Julia Weldon"," Alfred Molina"
"The Van",71,"Comedy","20th Century Fox",105,"R",1997,5,16,"Rotten",38,912,807,4.6,NA,0,0,"Stephen Frears","Colm Meaney"," Donal O'Kelly"," Ger Ryan"," Caroline Rothwell"," Neili Conroy"
"Ordinary World",46,"Comedy","Other",86,"NR",2016,10,14,"Rotten",47,464,2795,5.5,NA,0,0,"Lee Kirk","Billie Joe Armstrong"," Selma Blair"," Fred Armisen"," Judy Greer"," Chris Messina"
"Irresistible",66,"Comedy","Focus Features",101,"R",2020,6,26,"Rotten",40,558,6104,6.2,NA,0,0,"Jon Stewart","Chris Cooper"," Natasha Lyonne"," Rose Byrne"," Steve Carell"," Topher Grace"
"Straight Talk",58,"Comedy","Other",91,"PG",1992,4,3,"Rotten",42,7105,3323,5.8,NA,0,0,"Barnet Kellman","Dolly Parton"," James Woods"," Griffin Dunne"," Michael Madsen"," Deirdre O'Connell"
"A Master Builder",57,"Documentary","Other",127,"PG",2014,7,23,"Fresh",82,311,760,5.9,NA,1,0,"Jonathan Demme","Andre Gregory"," Julie Hagerty"," Wallace Shawn"," Lisa Joyce"," Larry Pine"
"Friends & Lovers",33,"Comedy","Lionsgate Entertainment",104,"R",1999,4,16,"Rotten",7,1378,1438,4.5,NA,0,0,"George Haas","Stephen Baldwin"," Robert Downey Jr."," Danny Nucci"," George Newbern"," Claudia Schiffer"
"Cradle Will Rock",71,"Drama","Buena Vista Pictures",133,"R",1999,12,8,"Fresh",64,6939,8711,6.8,3.6e+07,0,0,"Tim Robbins","Hank Azaria"," Ruben Blades"," Joan Cusack"," John Cusack"," Cary Elwes"
"Gunshy",53,"Action & Adventure","Other",101,"R",1998,3,6,"Rotten",20,179,899,6,3500000,0,0,"Jeff Celentano","William L. Petersen"," Michael Wincott"," Diane Lane"," Kevin Gage"," Michael Byrne"
"Jess + Moss",68,"Drama","Strand Releasing",83,"NR",2012,2,17,"Fresh",80,180,748,6.4,NA,0,0,"Clay Jeter","Sarah Hagan"," Austin Vickers"," Haley Strode",NA,NA
"The Meddler",56,"Comedy","Other",100,"PG-13",2016,4,22,"Certified-Fresh",85,9246,11482,6.3,3200000,0,1,"Lorene Scafaria","Susan Sarandon"," Rose Byrne"," J.K. Simmons"," Jerrod Carmichael"," Cecily Strong"
"Written in Blood",18,"Drama","Miramax Pictures",96,"R",2002,1,1,"Rotten",0,712,277,5.2,NA,0,0,"John Terlesky","Michael T. Weiss"," Peter Coyote"," Maureen Flannigan"," Steve Rankin"," Dan Gauthier"
"The Net",44,"Action & Adventure","Sony Pictures",112,"PG",1995,7,28,"Rotten",41,102469,59352,5.9,2.2e+07,0,1,"Irwin Winkler","Sandra Bullock"," Jeremy Northam"," Dennis Miller"," Diane Baker"," Wendy Gazelle"
"Iceman",27,"Action & Adventure","Well Go USA",104,"R",2014,9,19,"Rotten",20,407,5100,6.1,NA,0,0,"Law Wing Cheong","Donnie Yen"," Huang Shengyi"," Simon Yam"," Shengyi Huang"," Wang Baoqiang"
"The Treatment",33,"Art House & International","Other",86,"NR",2006,4,28,"Fresh",68,1660,1037,5.8,9e+05,0,0,"Oren Rudavsky","Chris Eigeman"," Famke Janssen"," Ian Holm"," Stephanie March"," Harris Yulin"
"Mommy",89,"Drama","Lionsgate Entertainment",139,"R",2015,1,23,"Certified-Fresh",89,7721,338,4.8,7e+05,0,0,"Xavier Dolan","Anne Dorval"," Antoine-Olivier Pilon"," Suzanne Clément"," Alexandre Goyette"," Patrick Huard"
"Dude Bro Party Massacre III",77,"Comedy","Other",103,"NR",2015,6,13,"Fresh",90,242,1780,6,4e+05,0,0,"Jon Salmon","Alec Owen"," Olivia Taylor Dudley"," Brian Firenzi"," Kelsey Gunn"," Patton Oswalt"
"Crave",26,"Drama","Other",113,"NR",2013,12,6,"Rotten",31,162,1079,5.3,NA,0,0,"Charles de Lauzirika","Josh Lawson"," Ron Perlman"," Emma Lung"," Edward Furlong"," Christopher Stapleton"
"Runaway Jury",75,"Drama","20th Century Fox",127,"PG-13",2003,10,17,"Fresh",73,62749,89682,7.1,6e+07,0,0,"Gary Fleder","John Cusack"," Gene Hackman"," Dustin Hoffman"," Rachel Weisz"," Bruce Davison"
"Rock of Ages",55,"Drama","New Line Cinema",118,"PG-13",2012,6,15,"Rotten",43,209618,72817,5.9,7.5e+07,0,0,"Adam Shankman","Julianne Hough"," Diego Boneta"," Tom Cruise"," Russell Brand"," Paul Giamatti"
"Carnage Park",29,"Mystery & Suspense","Other",80,"NR",2016,7,1,"Fresh",61,419,3233,4.8,NA,0,0,"Mickey Keating","Ashley Bell"," Pat Healy"," Alan Ruck"," Darby Stanchfield"," James Landry Hébert"
"Criminal Activities",42,"Drama","Unknown",94,"R",2015,11,20,"Rotten",48,605,8245,5.8,7e+06,0,0,"Jackie Earle Haley","Michael Pitt"," Dan Stevens"," John Travolta"," Jackie Earle Haley"," Christopher Abbott"
"Dark Skies",49,"Horror","The Weinstein Company",97,"PG-13",2013,2,22,"Rotten",41,29217,69614,6.3,3500000,0,0,"Scott Stewart","Keri Russell"," Josh Hamilton"," Dakota Goyo"," Kadan Rockett"," J.K. Simmons"
"Unconditional",87,"Drama","Other",92,"PG-13",2012,9,21,"Fresh",75,4074,4560,7.2,2e+06,0,0,"Brent McCorkle","Lynn Collins"," Michael Ealy"," Bruce McGill"," Kwesi Boakye"," Diego Klattenhoff"
"Toy Story 3",89,"Animation","Walt Disney Studios",102,"G",2010,6,18,"Certified-Fresh",98,607537,739717,8.3,2e+08,0,1,"Lee Unkrich","Tom Hanks"," Tim Allen"," Joan Cusack"," Ned Beatty"," Don Rickles"
"The Retrieval",73,"Drama","Other",94,"R",2014,4,2,"Fresh",93,817,2452,6.6,NA,0,0,"Chris Eska","Tishuan Scott"," Ashton Sanders"," Keston John"," Bill Oberst Jr."," Christine Horn"
"Bad Times at the El Royale",73,"Mystery & Suspense","20th Century Fox",141,"R",2018,10,12,"Certified-Fresh",74,5688,123415,7.1,3.2e+07,0,1,"Drew Goddard","Jeff Bridges"," Cynthia Erivo"," Chris Hemsworth"," Dakota Johnson"," Jon Hamm"
"Movie 43",24,"Comedy","Other",94,"R",2013,1,25,"Rotten",4,35680,98127,4.3,6e+06,0,0,"Peter Farrelly","Johnny Knoxville"," Gerard Butler"," Anna Faris"," Seann William Scott"," Hugh Jackman"
"The Night Listener",35,"Drama","Miramax Pictures",91,"R",2006,8,4,"Rotten",40,92838,14539,5.9,4e+06,0,0,"Patrick Stettner","Robin Williams"," Toni Collette"," Bobby Cannavale"," Joe Morton"," Rory Culkin"
"Cthulhu",28,"Horror","Other",109,"R",2008,8,22,"Fresh",62,781,1919,4.6,750000,0,0,"Dan Gildark","Jason Cottle"," Cara Buono"," Scott Green"," Scott Patrick Green"," Robert Padilla"
"Black Cloud",80,"Action & Adventure","Other",97,"PG-13",2005,3,11,"Rotten",29,2218,472,6.1,NA,0,0,"Rick Schroder","Eddie Spears"," Rick Schroder"," Julia Jones"," Peter Greene"," Tim McGraw"
"Smashed",68,"Comedy","Sony Pictures",81,"R",2012,10,12,"Certified-Fresh",83,11102,16280,6.8,5e+05,0,0,"James Ponsoldt","Mary Elizabeth Winstead"," Aaron Paul"," Octavia Spencer"," Nick Offerman"," Megan Mullally"
"Hot Air",68,"Drama","Freestyle Releasing",103,"NR",2019,8,23,"Rotten",18,28,750,5,NA,0,0,"Frank Coraci","Steve Coogan"," Taylor Russell"," Neve Campbell"," Griffin Newman"," Pico Alexander"
"My Blind Brother",56,"Comedy","Other",83,"R",2016,9,23,"Fresh",81,1678,3542,6,NA,0,0,"Sophie Goodhart","Adam Scott"," Jenny Slate"," Nick Kroll"," Zoe Kazan"," Talia Tabin"
"Stay",24,"Drama","Gravitas Ventures",99,"NR",2014,3,21,"Rotten",24,157,73454,6.8,5e+07,0,0,"Wiebke von Carolsfeld","Taylor Schilling"," Aidan Quinn"," Michael Ironside"," Barry Keoghan"," Nika McGuigan"
"Monogamy",27,"Drama","Other",96,"NR",2011,3,11,"Rotten",48,1109,728,5,5e+06,0,0,"Dana Adam Shapiro","Chris Messina"," Rashida Jones"," Meital Dohan"," Iván Martín"," Zak Orth"
"Furlough",33,"Comedy","IFC Films",83,"R",2018,3,16,"Rotten",20,62,1382,5.5,3e+06,0,0,"Laurie Collyer","Tessa Thompson"," Melissa Leo"," Whoopi Goldberg"," Anna Paquin"," Edgar Ramirez"
"Happy, Texas",55,"Comedy","Miramax Pictures",104,"PG-13",1999,10,1,"Certified-Fresh",81,7842,9471,6.3,2500000,0,0,"Mark Illsley","Jeremy Northam"," Steve Zahn"," Ally Walker"," Illeana Douglas"," William H. Macy"
"The Chamber",14,"Art House & International","Other",90,"NR",2018,2,23,"Rotten",33,66,12443,6,5e+07,0,0,"Ben Parker","Charlotte Salt"," Christian Hillborg"," Elliot Levey"," James McArdle"," James Artaius"
"Kelly & Cal",53,"Comedy","IFC Films",109,"R",2014,9,5,"Fresh",71,480,1994,6.2,NA,0,0,"Jen McGowan","Juliette Lewis"," Jonny Weston"," Josh Hopkins"," Cybill Shepherd"," Lucy Owen"
"Raze",29,"Action & Adventure","IFC Films",87,"R",2014,1,10,"Rotten",45,961,5690,5.2,NA,0,0,"Josh C. Waller","Zoe Bell"," Rachel Nichols"," Rebecca Marshall"," Tracie Thoms"," Bailey Anne Borders"
"Eve of Destruction",14,"Action & Adventure","Other",101,"R",1990,6,1,"Rotten",20,1559,1978,4.9,1.3e+07,0,0,"Robert H. Lieberman","Steven Weber"," Christina Cox"," Treat Williams"," Aleks Paunovic"," Colin Lawrence"
"Dark Waters",95,"Drama","Focus Features",126,"PG-13",2019,12,6,"Certified-Fresh",90,2638,857,6.5,NA,0,0,"Todd Haynes","Mark Ruffalo"," Anne Hathaway"," Tim Robbins"," Bill Camp"," Victor Garber"
"South of the Border",69,"Documentary","Other",78,"PG",2010,6,25,"Rotten",52,2642,104,6.1,NA,1,0,"Oliver Stone","Hugo Chavez"," Evo Morales"," Lula da Silva"," Cristina Kirchner"," Nestor Kirchner"
"Isn't It Romantic",47,"Comedy","New Line Cinema",88,"PG-13",2019,2,13,"Fresh",70,3003,60192,5.9,3.1e+07,0,0,"Todd Strauss-Schulson","Rebel Wilson"," Liam Hemsworth"," Adam DeVine"," Priyanka Chopra"," Tom Ellis"
"Mighty Joe Young",40,"Action & Adventure","Buena Vista",114,"PG",1998,12,25,"Rotten",54,195451,4531,7,1800000,0,0,"Ron Underwood","Bill Paxton"," Charlize Theron"," Rade Serbedzija"," Regina King"," Peter Firth"
"The Cottage",45,"Horror","Other",92,"R",2008,2,7,"Fresh",72,6513,1051,4.8,NA,0,0,"Paul Andrew Williams","Andy Serkis"," Reece Shearsmith"," Jennifer Ellison"," Steve O'Donnell"," Steven O'Donnell"
"Get Gone",40,"Horror","Other",91,"NR",2020,1,24,"Rotten",0,15,289,2.7,NA,0,0,"Michael Thomas Daniel","Lin Shaye"," Weston Cage Coppola"," Robert Miano"," Bradley Stryker",NA
"Home",64,"Action & Adventure","Other",94,"PG",2015,3,26,"Rotten",51,56159,104,5.3,NA,0,0,"Tim Johnson","Jim Parsons"," Rihanna"," Jennifer Lopez"," Steve Martin"," Matt Jones"
"Queen of the Lot",63,"Comedy","Other",120,"R",2010,11,19,"Rotten",36,670,123,5.4,5e+05,0,0,"Henry Jaglom","Tanna Frederick"," Noah Wyle"," Chris Rydell"," Christopher Rydell"," Paul Sand"
"Small Town Crime",67,"Drama","Saban Films",91,"R",2018,1,19,"Fresh",77,646,9388,6.6,NA,0,0,"Eshom Nelms","John Hawkes"," Anthony Anderson"," Octavia Spencer"," Clifton Collins Jr."," Michael Vartan"
"The Gallows Act II",36,"Horror","Lionsgate Entertainment",99,"R",2019,10,25,"Rotten",0,83,1426,4.3,NA,0,0,"Travis Cluff","Ema Horvath"," Chris Milligan"," Brittany Falardeau"," Erika Miranda"," Jono Cota"
"The Hunter",62,"Art House & International","Magnolia Pictures",100,"R",2012,4,6,"Fresh",72,16181,4843,6.4,8e+06,0,0,"Daniel Nettheim","Willem Dafoe"," Frances O'Connor (II)"," Sam Neill"," Morgana Davies"," Finn Woodlock"
"Elizabethtown",66,"Comedy","Paramount Pictures",123,"PG-13",2005,10,14,"Rotten",28,352622,66652,6.4,4.5e+07,0,0,"Cameron Crowe","Orlando Bloom"," Kirsten Dunst"," Susan Sarandon"," Alec Baldwin"," Bruce McGill"
"Mr. Woodcock",32,"Comedy","New Line Cinema",87,"PG-13",2007,9,14,"Rotten",14,246601,34735,5.1,2.2e+07,0,0,"Craig Gillespie","Billy Bob Thornton"," Seann William Scott"," Susan Sarandon"," Amy Poehler"," Melissa Sagemiller"
"Phone Booth",64,"Mystery & Suspense","20th Century Fox",80,"R",2003,4,4,"Fresh",72,410743,247774,7,1.3e+07,0,0,"Joel Schumacher","Colin Farrell"," Kiefer Sutherland"," Forest Whitaker"," Radha Mitchell"," Paula Jai Parker"
"Killer Me",NA,"Art House & International","Other",80,"NR",2001,1,1,"Rotten",50,NA,279,4.6,NA,0,0,"Zachary Hansen","Garth Wilton"," Linda Fontaine"," Larry Dirk"," Kirk B.R. Woller"," Ken Gruz"
"Dreamgirls",71,"Drama","Other",131,"PG-13",2006,12,25,"Certified-Fresh",78,388122,67641,6.5,7e+07,0,1,"Bill Condon","Jamie Foxx"," Beyoncé Knowles"," Eddie Murphy"," Danny Glover"," Jennifer Hudson"
"InAPPropriate Comedy",23,"Comedy","Freestyle Releasing",84,"R",2013,3,22,"Rotten",0,3146,4216,2.8,NA,0,0,"Vince Offer","Lindsay Lohan"," Adrien Brody"," Michelle Rodriguez"," Ari Shaffir"," Rob Schneider"
"A Rumor of Angels",76,"Drama","MGM",106,"PG-13",2000,8,1,"Rotten",34,1313,1338,6.9,NA,0,0,"Peter O'Fallon","Vanessa Redgrave"," Ray Liotta"," Catherine McCormack"," Trevor Morgan"," Ron Livingston"
"Everybody's Fine",53,"Comedy","Miramax Pictures",95,"PG-13",2009,12,4,"Rotten",48,91942,58117,7.1,2.1e+07,0,1,"Kirk Jones","Robert De Niro"," Drew Barrymore"," Kate Beckinsale"," Sam Rockwell"," Lucien Maisel"
"Pitch Perfect 3",44,"Comedy","Universal Pictures",94,"PG-13",2017,12,22,"Rotten",28,16935,54010,5.8,4.5e+07,0,0,"Trish Sie","Anna Kendrick"," Rebel Wilson"," Hailee Steinfeld"," Brittany Snow"," Anna Camp"
"Heart Condition",34,"Comedy","Sony Pictures",100,"R",1990,2,2,"Rotten",0,4696,3206,5.6,NA,0,0,"James D. Parriott","Bob Hoskins"," Denzel Washington"," Chloe Webb"," Roger E. Mosley"," Bob Apisa"
"Why Did I Get Married?",78,"Comedy","Lionsgate Entertainment",118,"PG-13",2007,10,12,"Rotten",48,18216,11974,5.9,1.5e+07,0,0,"Tyler Perry","Tyler Perry"," Janet Jackson"," Jill Scott"," Malik Yoba"," Richard T. Jones"
"The Twilight Saga: Eclipse",60,"Drama","Summit Entertainment",124,"PG-13",2010,6,30,"Rotten",48,333820,223170,5,6.8e+07,0,0,"David Slade","Kristen Stewart"," Robert Pattinson"," Taylor Lautner"," Billy Burke"," Bryce Dallas Howard"
"A Violent Man",72,"Drama","Other",107,"NR",2019,2,8,"Rotten",44,139,494,5.8,NA,0,0,"Matthew Berkowitz (III)","Thomas Q. Jones"," Isaach De Bankolé"," Bruce Davison"," Chuck Liddell"," Khalilah Joi"
"Kung Fu Panda 2",74,"Action & Adventure","Paramount Pictures",90,"PG",2011,5,26,"Certified-Fresh",81,145411,247095,7.2,1.5e+08,0,0,"Jennifer Yuh Nelson","Jack Black"," Angelina Jolie"," Dustin Hoffman"," Gary Oldman"," Jackie Chan"
